STATE,COUNTY,METRO_NAME,POPESTIMATE2019,LATITUDE,LONGITUDE,METRO_POPULATION,PERCENT_METRO_POPULATION
South Dakota,McPherson,Rural,2379,45.76626028,-99.22118798,,
South Dakota,Meade,Rural,28332,44.56676791,-102.71627410000000,,
South Dakota,Mellette,Rural,2061,43.58078848,-100.7563186,,
South Dakota,Miner,Rural,2216,44.02197882,-97.60992207,,
South Dakota,Minnehaha,Sioux Falls,193134,43.67441641,-96.7910885,254262,0.760
South Dakota,Moody,Rural,6576,44.02266214,-96.67081159,,
South Dakota,Oglala Lakota,Rural,14177,43.33749164,-102.55554980000000,,
South Dakota,Pennington,Rapid City,113775,44.0025835,-102.8240777,113775,1.000
South Dakota,Perkins,Rural,2865,45.49049506,-102.47555860000000,,
South Dakota,Potter,Rural,2153,45.06583079,-99.95498503,,
South Dakota,Roberts,Rural,10394,45.62975048,-96.94672673,,
South Dakota,Sanborn,Rural,2344,44.02351092,-98.09098160000000,,
South Dakota,Spink,Rural,6376,44.93837606,-98.34626602,,
South Dakota,Stanley,Rural,3098,44.41381872,-100.7349153,,
South Dakota,Sully,Rural,1391,44.71571812,-100.1278092,,
South Dakota,Todd,Rural,10177,43.19338568,-100.71955030000000,,
South Dakota,Tripp,Rural,5441,43.34459388,-99.8854891,,
South Dakota,Turner,Rural,8384,43.3109081,-97.14865776,,
South Dakota,Union,Rural,15932,42.83112163,-96.6557828,,
South Dakota,Walworth,Rural,5435,45.43019636,-100.03075140000000,,
South Dakota,Yankton,Rural,22814,43.00924485,-97.39467635,,
South Dakota,Ziebach,Rural,2756,44.97881876,-101.6654622,,
Tennessee,Anderson,Knoxville,76978,36.12684348,-84.19965764,778629,0.099
Tennessee,Bedford,Rural,49713,35.51123746,-86.45549096,,
Tennessee,Benton,Rural,16160,36.07110411,-88.06849355,,
Tennessee,Bledsoe,Rural,15064,35.59942968,-85.20611967,,
Tennessee,Blount,Knoxville,133088,35.68938198,-83.92847788,778629,0.171
Tennessee,Bradley,Rural,108110,35.15739424,-84.857186,,
Tennessee,Campbell,Rural,39842,36.40355516,-84.15108560000000,,
Tennessee,Cannon,Rural,14678,35.80990797,-86.05738983,,
Tennessee,Carroll,Rural,27767,35.97366108,-88.45189331,,
Tennessee,Carter,Johnson-Kinsport-Bristol,56391,36.28969086,-82.12588974,454640,0.124
Tennessee,Cheatham,Rural,40667,36.26136216,-87.08903581,,
Tennessee,Chester,Rural,17297,35.42527478,-88.6095842,,
Tennessee,Claiborne,Rural,31959,36.48319149,-83.65947309,,
Tennessee,Clay,Rural,7615,36.55151008,-85.53930419,,
Tennessee,Cocke,Rural,36004,35.9278914,-83.11828725,,
Tennessee,Coffee,Rural,56520,35.49090731,-86.07311784,,
Tennessee,Crockett,Rural,14230,35.81830662,-89.14916269,,
Tennessee,Cumberland,Rural,60520,35.95271721,-84.99840585,,
Tennessee,Davidson,Nashville,694144,36.17007426,-86.78646056,1672594,0.415
Tennessee,Decatur,Rural,11663,35.60048904,-88.11043779,,
Tennessee,DeKalb,Rural,20490,35.97616272,-85.83689361,,
Tennessee,Dickson,Rural,53948,36.14669837,-87.35891709,,
Tennessee,Dyer,Rural,37159,36.05931946,-89.41542855,,
Tennessee,Fayette,Rural,41133,35.19615831,-89.41399032,,
Tennessee,Fentress,Rural,18523,36.38128818,-84.92870012,,
Tennessee,Franklin,Rural,42208,35.15634626,-86.09201039,,
Tennessee,Gibson,Rural,49133,35.99438059,-88.93358327,,
Tennessee,Giles,Rural,29464,35.20222469,-87.03992678,,
Tennessee,Grainger,Rural,23320,36.27469206,-83.51254721,,
Tennessee,Greene,Rural,69069,36.17470125,-82.84691273,,
Tennessee,Grundy,Rural,13427,35.38433717,-85.72142731,,
Tennessee,Hamblen,Rural,64934,36.21990035,-83.26586179,,
Tennessee,Hamilton,Chattanooga,367804,35.17670231,-85.16652245,505145,0.728
Tennessee,Hancock,Rural,6620,36.52692871,-83.22375847,,
Tennessee,Hardeman,Rural,25050,35.20772017,-88.99161161,,
Tennessee,Hardin,Rural,25652,35.19732531,-88.18593755,,
Tennessee,Hawkins,Johnson-Kinsport-Bristol,56786,36.44355426,-82.94885298,454640,0.125
Tennessee,Haywood,Rural,17304,35.58332824,-89.28536625,,
Tennessee,Henderson,Rural,28117,35.65581134,-88.38600175,,
Tennessee,Henry,Rural,32345,36.33160906,-88.30121797,,
Tennessee,Hickman,Rural,25178,35.80609681,-87.47643507,,
Tennessee,Houston,Rural,8201,36.28872054,-87.71878828,,
Tennessee,Humphreys,Rural,18582,36.03958805,-87.77992872,,
Tennessee,Jackson,Rural,11786,36.36380466,-85.67239905,,
Tennessee,Jefferson,Rural,54495,36.04818632,-83.45148924,,
Tennessee,Johnson,Rural,17788,36.45523950000000,-81.84886538,,
Tennessee,Knox,Knoxville,470313,35.99508821,-83.94635435,778629,0.604
Tennessee,Lake,Rural,7016,36.34180170000000,-89.48921915,,
Tennessee,Lauderdale,Rural,25633,35.75893438,-89.63015910000000,,
Tennessee,Lawrence,Rural,44142,35.21675201,-87.39787695,,
Tennessee,Lewis,Rural,12268,35.52853208,-87.49022694,,
Tennessee,Lincoln,Rural,34366,35.13738622,-86.58910106,,
Tennessee,Loudon,Rural,54068,35.73939663,-84.31145275,,
Tennessee,Macon,Rural,24602,36.53157855,-86.00778595,,
Tennessee,Madison,Rural,97984,35.61181957,-88.84076036,,
Tennessee,Marion,Rural,28907,35.12997174,-85.62265895,,
Tennessee,Marshall,Rural,34375,35.45798777,-86.76420988,,
Tennessee,Maury,Rural,96387,35.618741300000000,-87.07462444,,
Tennessee,McMinn,Rural,53794,35.42812616,-84.61520715,,
Tennessee,McNairy,Rural,25694,35.17468549,-88.5647812,,
Tennessee,Meigs,Rural,12422,35.51558739,-84.81482914,,
Tennessee,Monroe,Rural,46545,35.44550387,-84.24902965,,
Tennessee,Montgomery,Clarksville-Hopkinsville,208993,36.49609412,-87.38550661,279454,0.748
Tennessee,Moore,Rural,6488,35.27724699,-86.36230578,,
Tennessee,Morgan,Rural,21403,36.13248031,-84.64880098,,
Tennessee,Obion,Rural,30069,36.35732446,-89.14921589,,
Tennessee,Overton,Rural,22241,36.34117832,-85.28989535,,
Tennessee,Perry,Rural,8076,35.63708728,-87.86139634,,
Tennessee,Pickett,Rural,5048,36.55606529,-85.07763300000000,,
Tennessee,Polk,Rural,16832,35.12245443,-84.52075859,,
Tennessee,Putnam,Rural,80245,36.14005459,-85.50646123,,
Tennessee,Rhea,Rural,33167,35.60536161,-84.93076643,,
Tennessee,Roane,Rural,53382,35.84923189,-84.52458689,,
Tennessee,Robertson,Nashville,71813,36.52454807,-86.87346725,1672594,0.043
Tennessee,Rutherford,Nashville,332285,35.84591405,-86.4107263,1672594,0.199
Tennessee,Scott,Rural,22068,36.42325673,-84.50360494,,
Tennessee,Sequatchie,Rural,15026,35.36979721,-85.41022136,,
Tennessee,Sevier,Knoxville,98250,35.78077323,-83.52244332,778629,0.126
Tennessee,Shelby,Memphis,937166,35.1864775,-89.89692423,998765,0.938
Tennessee,Smith,Rural,20157,36.25359775,-85.95411046,,
Tennessee,Stewart,Rural,13715,36.50235092,-87.83920548,,
Tennessee,Sullivan,Johnson-Kinsport-Bristol,158348,36.51240691,-82.30412917,454640,0.348
Tennessee,Sumner,Nashville,191283,36.46824103,-86.45917204,1672594,0.114
Tennessee,Tipton,Memphis,61599,35.501942,-89.73694895,998765,0.062
Tennessee,Trousdale,Rural,11284,36.39026213,-86.16087954,,
Tennessee,Unicoi,Rural,17883,36.10890856,-82.43709629,,
Tennessee,Union,Rural,19972,36.28590426,-83.83651902,,
Tennessee,Van Buren,Rural,5872,35.69864497,-85.45221699,,
Tennessee,Warren,Rural,41277,35.672829900000000,-85.77969117,,
Tennessee,Washington,Johnson-Kinsport-Bristol,129375,36.29472368,-82.49454720000000,454640,0.285
Tennessee,Wayne,Rural,16673,35.23868267,-87.78644456,,
Tennessee,Weakley,Rural,33328,36.29896232,-88.71990865,,
Tennessee,White,Rural,27345,35.92929884,-85.45591799,,
Tennessee,Williamson,Nashville,238412,35.89099229,-86.89281867,1672594,0.143
Tennessee,Wilson,Nashville,144657,36.15496772,-86.29775884,1672594,0.087
Texas,Anderson,Rural,57735,31.81534745,-95.65354823,,
Texas,Andrews,Rural,18705,32.30468633,-102.63765480000000,,
Texas,Angelina,Rural,86715,31.25457347,-94.60901487,,
Texas,Aransas,Rural,23510,28.10556197,-96.9995047,,
Texas,Archer,Rural,8553,33.61569967,-98.68754589,,
Texas,Armstrong,Rural,1887,34.96507426,-101.35748740000000,,
Texas,Atascosa,Rural,51153,28.89333001,-98.52730485,,
Texas,Austin,Rural,30032,29.88548725,-96.27736949,,
Texas,Bailey,Rural,7000,34.06854817,-102.8299707,,
Texas,Bandera,Rural,23112,29.74619598,-99.24598147,,
Texas,Bastrop,Austin,88723,30.10370699,-97.31206354,2183419,0.041
Texas,Baylor,Rural,3509,33.61640794,-99.21352901,,
Texas,Bee,Rural,32565,28.41761668,-97.74215593,,
Texas,Bell,Kileen-Temple,362924,31.03736027,-97.4785025,438875,0.827
Texas,Bexar,San Antonio,2003554,29.44928723,-98.52019748,2326610,0.861
Texas,Blanco,Rural,11931,30.26640707,-98.3999852,,
Texas,Borden,Rural,654,32.74363984,-101.43165090000000,,
Texas,Bosque,Rural,18685,31.89978581,-97.63613524,,
Texas,Bowie,Texarkana,93245,33.44626922,-94.41834132,93245,1.000
Texas,Brazoria,Brazoria,374264,29.18757369,-95.44563172,374264,1.000
Texas,Brazos,College Station,229211,30.663644800000000,-96.30205577,229211,1.000
Texas,Brewster,Rural,9203,29.81008251,-103.25203260000000,,
Texas,Briscoe,Rural,1546,34.53026962,-101.2084947,,
Texas,Brooks,Rural,7093,27.03103197,-98.21808402,,
Texas,Brown,Rural,37864,31.77430356,-98.99907113,,
Texas,Burleson,Rural,18443,30.49273808,-96.62158484,,
Texas,Burnet,Rural,48155,30.78801353,-98.181887,,
Texas,Caldwell,Rural,43664,29.83668859,-97.61814775,,
Texas,Calhoun,Rural,21290,28.47048236,-96.61633945,,
Texas,Callahan,Rural,13943,32.29760619,-99.37326312,,
Texas,Cameron,Brownsville-Harlingen,423163,26.14524221,-97.48140372,423163,1.000
Texas,Camp,Rural,13094,32.97195142,-94.97790104,,
Texas,Carson,Rural,5926,35.40365929,-101.35426690000000,,
Texas,Cass,Rural,30026,33.07499881,-94.34646905,,
Texas,Castro,Rural,7530,34.53016752,-102.2617243,,
Texas,Chambers,Rural,43837,29.70972016,-94.67154501,,
Texas,Cherokee,Rural,52646,31.837258000000000,-95.16559897,,
Texas,Childress,Rural,7306,34.529304100000000,-100.2077916,,
Texas,Clay,Rural,10471,33.78686685,-98.20771198,,
Texas,Cochran,Rural,2853,33.60425307,-102.82844990000000,,
Texas,Coke,Rural,3387,31.88911733,-100.5297533,,
Texas,Coleman,Rural,8175,31.76736834,-99.45240766,,
Texas,Collin,Dallas,1034730,33.18820114,-96.57264368,4742279,0.218
Texas,Collingsworth,Rural,2920,34.96489496,-100.27001110000000,,
Texas,Colorado,Rural,21493,29.622098000000000,-96.5273805,,
Texas,Comal,San Antonio,156209,29.80811278,-98.27647225,2326610,0.067
Texas,Comanche,Rural,13635,31.94854689,-98.55876441,,
Texas,Concho,Rural,2726,31.32635934,-99.86473038,,
Texas,Cooke,Rural,41257,33.63979567,-97.21240912,,
Texas,Coryell,Kileen-Temple,75951,31.39078397,-97.79936155,438875,0.173
Texas,Cottle,Rural,1398,34.07783319,-100.27850620000000,,
Texas,Crane,Rural,4797,31.43052248,-102.5143314,,
Texas,Crockett,Rural,3464,30.72367027,-101.4134238,,
Texas,Crosby,Rural,5737,33.61431553,-101.30003640000000,,
Texas,Culberson,Rural,2171,31.44506775,-104.5185739,,
Texas,Dallam,Rural,7287,36.27787176,-102.60207250000000,,
Texas,Dallas,Dallas,2635516,32.76670599,-96.77796050000000,4742279,0.556
Texas,Dawson,Rural,12728,32.74255572,-101.94772420000000,,
Texas,Deaf Smith,Rural,18546,34.96522957,-102.6054267,,
Texas,Delta,Rural,5331,33.38570922,-95.66921122,,
Texas,Denton,Dallas,887207,33.20521901,-97.11691153,4742279,0.187
Texas,DeWitt,Rural,20160,29.08101855,-97.35681170000000,,
Texas,Dickens,Rural,2211,33.61616822,-100.7788855,,
Texas,Dimmit,Rural,10124,28.42270064,-99.75645095,,
Texas,Donley,Rural,3278,34.96517499,-100.8140093,,
Texas,Duval,Rural,11157,27.68184592,-98.50864568,,
Texas,Eastland,Rural,18360,32.32743996,-98.83243566,,
Texas,Ector,Odessa,166223,31.86898877,-102.54294280000000,343055,0.485
Texas,Edwards,Rural,1932,29.98202582,-100.304252,,
Texas,El Paso,El Paso,839238,31.76980765,-106.23632750000000,839238,1.000
Texas,Ellis,Dallas,184826,32.34894117,-96.79371841,4742279,0.039
Texas,Erath,Rural,42698,32.23602653,-98.21773417,,
Texas,Falls,Rural,17297,31.25350609,-96.93630086,,
Texas,Fannin,Rural,35514,33.59564294,-96.10751083,,
Texas,Fayette,Rural,25346,29.87788372,-96.92076062,,
Texas,Fisher,Rural,3830,32.74281316,-100.40193020000000,,
Texas,Floyd,Rural,5712,34.07227468,-101.3031546,,
Texas,Foard,Rural,1155,33.97308618,-99.7767797,,
Texas,Fort Bend,Houston,811688,29.52704478,-95.77219463,6132404,0.132
Texas,Franklin,Rural,10725,33.17653242,-95.21917243,,
Texas,Freestone,Rural,19717,31.70422788,-96.15072516,,
Texas,Frio,Rural,20306,28.86751206,-99.10804207,,
Texas,Gaines,Rural,21492,32.74055318,-102.6353295,,
Texas,Galveston,Galveston-Texas City,342139,29.40167322,-94.90469073,342139,1.000
Texas,Garza,Rural,6229,33.17969345,-101.2984114,,
Texas,Gillespie,Rural,26988,30.31824095,-98.94676915,,
Texas,Glasscock,Rural,1409,31.86942909,-101.5207776,,
Texas,Goliad,Rural,7658,28.65696592,-97.42760647,,
Texas,Gonzales,Rural,20837,29.45634206,-97.49424032,,
Texas,Gray,Rural,21886,35.40081878,-100.8129222,,
Texas,Grayson,Sherman-Denison,136212,33.62744998,-96.67753461,136212,1.000
Texas,Gregg,Longview-Marshall,123945,32.47940482,-94.81591935,190498,0.651
Texas,Grimes,Rural,28880,30.54579585,-95.98902499,,
Texas,Guadalupe,San Antonio,166847,29.58165339,-97.94786822,2326610,0.072
Texas,Hale,Rural,33406,34.07044901,-101.82681140000000,,
Texas,Hall,Rural,2964,34.5307555,-100.68138520000000,,
Texas,Hamilton,Rural,8461,31.70470573,-98.11083887,,
Texas,Hansford,Rural,5399,36.27743284,-101.3545796,,
Texas,Hardeman,Rural,3933,34.28944521,-99.74632408,,
Texas,Hardin,Beaumont-Port Arthur-Orange,57602,30.33364686,-94.38931817,392563,0.147
Texas,Harris,Houston,4713325,29.85864939,-95.39339521,6132404,0.769
Texas,Harrison,Longview-Marshall,66553,32.54935988,-94.36934071,190498,0.349
Texas,Hartley,Rural,5576,35.84008013,-102.6029022,,
Texas,Haskell,Rural,5658,33.17823584,-99.73037358,,
Texas,Hays,Austin,230191,30.05669873,-98.02944344,2183419,0.105
Texas,Hemphill,Rural,3819,35.83764858,-100.2703577,,
Texas,Henderson,Rural,82737,32.21128872,-95.85846587,,
Texas,Hidalgo,McAllen-Edinburg-Mission,868707,26.39418217,-98.18299696,868707,1.000
Texas,Hill,Rural,36649,31.99045053,-97.13423143,,
Texas,Hockley,Rural,23021,33.60771256,-102.3431676,,
Texas,Hood,Rural,61643,32.42990927,-97.83242024,,
Texas,Hopkins,Rural,37084,33.14875072,-95.56351139,,
Texas,Houston,Rural,22968,31.31925973,-95.42226208,,
Texas,Howard,Rural,36664,32.30621324,-101.4356444,,
Texas,Hudspeth,Rural,4886,31.45628381,-105.388178,,
Texas,Hunt,Rural,98594,33.12351514,-96.08551032,,
Texas,Hutchinson,Rural,20938,35.84006574,-101.3546643,,
Texas,Irion,Rural,1536,31.30375559,-100.982439,,
Texas,Jack,Rural,8935,33.23377248,-98.17283469,,
Texas,Jackson,Rural,14760,28.95472367,-96.57749563,,
Texas,Jasper,Rural,35529,30.74685667,-94.02667579,,
Texas,Jeff Davis,Rural,2274,30.71490589,-104.1399973,,
Texas,Jefferson,Beaumont-Port Arthur-Orange,251565,29.8832777,-94.16434171,392563,0.641
Texas,Jim Hogg,Rural,5200,27.04453923,-98.69681870000000,,
Texas,Jim Wells,Rural,40482,27.73103938,-98.0904705,,
Texas,Johnson,Fort Worth-Arlington,175817,32.37877812,-97.36615819,2421210,0.073
Texas,Jones,Rural,20083,32.73997145,-99.87861576,,
Texas,Karnes,Rural,15601,28.90705334,-97.85960149,,
Texas,Kaufman,Rural,136154,32.599141700000000,-96.28734728,,
Texas,Kendall,Rural,47431,29.94414155,-98.7113588,,
Texas,Kenedy,Rural,404,26.92601662,-97.66413984,,
Texas,Kent,Rural,762,33.18104136,-100.7780939,,
Texas,Kerr,Rural,52600,30.06040006,-99.34930144,,
Texas,Kimble,Rural,4337,30.48678918,-99.74856473,,
Texas,King,Rural,272,33.61643847,-100.2558057,,
Texas,Kinney,Rural,3667,29.34967888,-100.41866380000000,,
Texas,Kleberg,Rural,30680,27.42435506,-97.69894948,,
Texas,Knox,Rural,3664,33.60519951,-99.74229060000000,,
Texas,La Salle,Rural,7520,28.34453111,-99.09908775,,
Texas,Lamar,Rural,49859,33.66981763,-95.57404777,,
Texas,Lamb,Rural,12893,34.06859623,-102.35162890000000,,
Texas,Lampasas,Rural,21428,31.19531316,-98.24206613,,
Texas,Lavaca,Rural,20154,29.38508402,-96.93186692,,
Texas,Lee,Rural,17239,30.31120597,-96.97045773,,
Texas,Leon,Rural,17404,31.29872538,-95.9936328,,
Texas,Liberty,Rural,88219,30.15152688,-94.81205615,,
Texas,Limestone,Rural,23437,31.5454767,-96.58095444,,
Texas,Lipscomb,Rural,3233,36.27783108,-100.27331510000000,,
Texas,Live Oak,Rural,12207,28.35101362,-98.1246786,,
Texas,Llano,Rural,21795,30.70645047,-98.68475262,,
Texas,Loving,Rural,169,31.84947612,-103.5818571,,
Texas,Lubbock,Lubbock,310569,33.61008596,-101.82047890000000,310569,1.000
Texas,Lynn,Rural,5951,33.17657705,-101.8162849,,
Texas,Madison,Rural,14284,30.96694679,-95.93003775,,
Texas,Marion,Rural,9854,32.79868409,-94.35661230000000,,
Texas,Martin,Rural,5771,32.30600051,-101.9513518,,
Texas,Mason,Rural,4274,30.71780434,-99.22629416,,
Texas,Matagorda,Rural,36643,28.81955746,-96.01230294,,
Texas,Maverick,Rural,58722,28.7429195,-100.3157686,,
Texas,McCulloch,Rural,7984,31.1925468,-99.34682807,,
Texas,McLennan,Waco,256623,31.55255453,-97.20217694,256623,1.000
Texas,McMullen,Rural,743,28.35251708,-98.56769164,,
Texas,Medina,Rural,51584,29.355730100000000,-99.11030298,,
Texas,Menard,Rural,2138,30.88990665,-99.82047940000000,,
Texas,Midland,Odessa,176832,31.86904128,-102.03156820000000,343055,0.516
Texas,Milam,Rural,24823,30.78581830000000,-96.97718698,,
Texas,Mills,Rural,4873,31.49557106,-98.59272068,,
Texas,Mitchell,Rural,8545,32.30623474,-100.9212058,,
Texas,Montague,Rural,19818,33.67521893,-97.72500958,,
Texas,Montgomery,Houston,607391,30.30079133,-95.50572772,6132404,0.099
Texas,Moore,Rural,20940,35.83769242,-101.8930281,,
Texas,Morris,Rural,12388,33.11304005,-94.73255695,,
Texas,Motley,Rural,1200,34.07408766,-100.77972200000000,,
Texas,Nacogdoches,Rural,65204,31.62017125,-94.61803994,,
Texas,Navarro,Rural,50113,32.04620681,-96.47428766,,
Texas,Newton,Rural,13595,30.78548982,-93.74408813,,
Texas,Nolan,Rural,14714,32.30365282,-100.4060208,,
Texas,Nueces,Corpus Christi,362294,27.736286,-97.5433285,429024,0.845
Texas,Ochiltree,Rural,9836,36.27829105,-100.8158184,,
Texas,Oldham,Rural,2112,35.40425596,-102.6027606,,
Texas,Orange,Beaumont-Port Arthur-Orange,83396,30.11879481,-93.89412775,392563,0.212
Texas,Palo Pinto,Rural,29189,32.75310985,-98.31319001,,
Texas,Panola,Rural,23194,32.163959600000000,-94.30552481,,
Texas,Parker,Fort Worth-Arlington,142878,32.77757172,-97.80500621,2421210,0.059
Texas,Parmer,Rural,9605,34.52993409,-102.78446680000000,,
Texas,Pecos,Rural,15823,30.78097267,-102.72412610000000,,
Texas,Polk,Rural,51353,30.79472531,-94.82766240000000,,
Texas,Potter,Amarillo,117415,35.40133773,-101.893964,255128,0.460
Texas,Presidio,Rural,6704,29.99954402,-104.24080790000000,,
Texas,Rains,Rural,12514,32.87109387,-95.79232691,,
Texas,Randall,Amarillo,137713,34.96585996,-101.8971322,255128,0.540
Texas,Reagan,Rural,3849,31.36607041,-101.52326590000000,,
Texas,Real,Rural,3452,29.83321503,-99.82018052,,
Texas,Red River,Rural,12023,33.61886692,-95.04841765,,
Texas,Reeves,Rural,15976,31.32323325,-103.69038960000000,,
Texas,Refugio,Rural,6948,28.323897600000000,-97.15766311,,
Texas,Roberts,Rural,854,35.83809685,-100.813175,,
Texas,Robertson,Rural,17074,31.02539637,-96.51272246,,
Texas,Rockwall,Rural,104915,32.89779518,-96.40771592,,
Texas,Runnels,Rural,10264,31.8314342,-99.97616148,,
Texas,Rusk,Rural,54406,32.10773545,-94.76176432,,
Texas,Sabine,Rural,10542,31.34318809,-93.85440451,,
Texas,San Augustine,Rural,8237,31.39457611,-94.17000399,,
Texas,San Jacinto,Rural,28859,30.57933681,-95.16260304,,
Texas,San Patricio,Corpus Christi,66730,28.00880118,-97.51763891,429024,0.156
Texas,San Saba,Rural,6055,31.1577796,-98.81758731,,
Texas,Schleicher,Rural,2793,30.89740592,-100.5384842,,
Texas,Scurry,Rural,16703,32.74613808,-100.91626640000000,,
Texas,Shackelford,Rural,3265,32.73587756,-99.35401337,,
Texas,Shelby,Rural,25274,31.79211404,-94.14550696,,
Texas,Sherman,Rural,3022,36.27751473,-101.8933156,,
Texas,Smith,Tyler,232751,32.37474036,-95.27175680000000,232751,1.000
Texas,Somervell,Rural,9128,32.22236802,-97.77403489,,
Texas,Starr,Rural,64633,26.56150059,-98.73892358,,
Texas,Stephens,Rural,9366,32.73553157,-98.83631615,,
Texas,Sterling,Rural,1291,31.82781912,-101.05007460000000,,
Texas,Stonewall,Rural,1350,33.17906744,-100.25384010000000,,
Texas,Sutton,Rural,3776,30.49856623,-100.5382014,,
Texas,Swisher,Rural,7397,34.53028891,-101.73491740000000,,
Texas,Tarrant,Fort Worth-Arlington,2102515,32.77143818,-97.29101614,2421210,0.868
Texas,Taylor,Abilene,138034,32.30163422,-99.89007449,138034,1.000
Texas,Terrell,Rural,776,30.22429013,-102.0766732,,
Texas,Terry,Rural,12337,33.17402785,-102.3354521,,
Texas,Throckmorton,Rural,1501,33.17751417,-99.21226795,,
Texas,Titus,Rural,32750,33.21339719,-94.96797273,,
Texas,Tom Green,San Angelo,119200,31.40464436,-100.46244300000000,119200,1.000
Texas,Travis,Austin,1273954,30.33432034,-97.78535620000000,2183419,0.584
Texas,Trinity,Rural,14651,31.0879489,-95.1367187,,
Texas,Tyler,Rural,21672,30.77031716,-94.37690895,,
Texas,Upshur,Rural,41753,32.73706798,-94.93999853,,
Texas,Upton,Rural,3657,31.36868194,-102.0423217,,
Texas,Uvalde,Rural,26741,29.35739637,-99.76229172,,
Texas,Val Verde,Rural,49025,29.89149232,-101.1525205,,
Texas,Van Zandt,Rural,56590,32.56483801,-95.83766469,,
Texas,Victoria,Victoria,92084,28.79780988,-96.96813006,92084,1.000
Texas,Walker,Rural,72971,30.73872995,-95.57440968,,
Texas,Waller,Rural,55246,30.01058447,-95.99011759,,
Texas,Ward,Rural,11998,31.50999644,-103.09279090000000,,
Texas,Washington,Rural,35882,30.21498498,-96.40946246,,
Texas,Webb,Laredo,276652,27.7610369,-99.33237355,276652,1.000
Texas,Wharton,Rural,41556,29.27765923,-96.22319248,,
Texas,Wheeler,Rural,5056,35.40114335,-100.26995140000000,,
Texas,Wichita,Wichita Falls,132230,33.98842886,-98.70410340000000,132230,1.000
Texas,Wilbarger,Rural,12769,34.07945812,-99.24178437,,
Texas,Willacy,Rural,21358,26.47411727,-97.61535848,,
Texas,Williamson,Austin,590551,30.64655664,-97.60048540000000,2183419,0.271
Texas,Wilson,Rural,51070,29.1732598,-98.08693082,,
Texas,Winkler,Rural,8010,31.85008651,-103.04851630000000,,
Texas,Wise,Rural,69984,33.21570665,-97.65460265,,
Texas,Wood,Rural,45539,32.78722382,-95.38236368,,
Texas,Yoakum,Rural,8713,33.17320212,-102.82764330000000,,
Texas,Young,Rural,18010,33.17659707,-98.68790885,,
Texas,Zapata,Rural,14179,27.00156391,-99.16987152,,
Texas,Zavala,Rural,11840,28.86617238,-99.76050829,,
Utah,Beaver,Rural,6710,38.35657051,-113.2342232,,
Utah,Bear River,Rural,6710,41.52106798,-113.08328160000000,,
Utah,Box Elder,Rural,56046,41.52106798,-113.08328160000000,,
Utah,Cache,Rural,128289,41.72330587,-111.74436670000000,,
Utah,Carbon,Rural,20463,39.64834818,-110.58725120000000,,
Utah,Daggett,Rural,950,40.88798265,-109.51210930000000,,
Utah,Davis,Salt Lake City-Ogden,355481,40.99001837,-112.1139997,1776131,0.200
Utah,Duchesne,Rural,19938,40.29772254,-110.42523700000000,,
Utah,Emery,Rural,10012,38.99617072,-110.70139580000000,,
Utah,Garfield,Rural,5051,37.85447192,-111.4418764,,
Utah,Grand,Rural,9754,38.98103848,-109.5704487,,
Utah,Iron,Rural,54839,37.85903620000000,-113.28973810000000,,
Utah,Juab,Rural,12017,39.70208397,-112.78092450000000,,
Utah,Kane,Rural,7886,37.28507306,-111.88617520000000,,
Utah,Millard,Rural,13188,39.0729209,-113.1020328,,
Utah,Morgan,Rural,12124,41.08830262,-111.5727723,,
Utah,Piute,Rural,1479,38.33815254,-112.1249591,,
Utah,Rich,Rural,2483,41.63137678,-111.2445105,,
Utah,Salt Lake,Salt Lake City-Ogden,1160437,40.66616532,-111.92160110000000,1776131,0.653
Utah,San Juan,Rural,15308,37.62762978,-109.80337140000000,,
Utah,Sanpete,Rural,30939,39.37231946,-111.5758676,,
Utah,Sevier,Rural,21620,38.74837146,-111.8050275,,
Utah,Summit,Rural,42145,40.86688146,-110.9535882,,
Utah,Tooele,Rural,72259,40.44862644,-113.12957150000000,,
Utah,Uintah,Rural,35734,40.12491499,-109.5174415,,
Utah,Utah,Provo-Orem,636235,40.116672200000000,-111.66576620000000,636235,1.000
Utah,Wasatch,Rural,34091,40.33110236,-111.1691419,,
Utah,Washington,Rural,177556,37.28003525,-113.504698,,
Utah,Wayne,Rural,2711,38.32335822,-110.9096801,,
Utah,Weber-Morgan,Salt Lake City-Ogden,260213,41.27116049,-111.9145117,1776131,0.147
Utah,Weber,Salt Lake City-Ogden,260213,41.27116049,-111.9145117,1776131,
Vermont,Addison,Rural,36777,44.03217337,-73.14130877,,
Vermont,Bennington,Rural,35470,43.03519828,-73.09048868,,
Vermont,Caledonia,Rural,29993,44.46548598,-72.10314651,,
Vermont,Chittenden,Burlington,163774,44.46322849,-73.08359212,163774,1.000
Vermont,Essex,Rural,6163,44.72736416,-71.73579864,,
Vermont,Franklin,Rural,49402,44.85627605,-72.91249563,,
Vermont,Grand Isle,Rural,7235,44.797582400000000,-73.29679772,,
Vermont,Lamoille,Rural,25362,44.60353043,-72.64356694,,
Vermont,Orange,Rural,28892,44.00470222,-72.37640104,,
Vermont,Orleans,Rural,27037,44.82964024,-72.24562697,,
Vermont,Rutland,Rural,58191,43.57723578,-73.03741676,,
Vermont,Washington,Rural,58409,44.27343241,-72.61604978,,
Vermont,Windham,Rural,42222,42.986982,-72.71268875,,
