STATE,COUNTY,METRO_NAME,POPESTIMATE2019,METRO_POPULATION,PERCENT_METRO_POPULATION
Illinois,McHenry,Chicago,307774,8300609,0.037
Illinois,McLean,Bloomington-Normal,171517,171517,1.000
Illinois,Menard,Rural,12196,,
Illinois,Mercer,Rural,15437,,
Illinois,Monroe,Rural,34637,,
Illinois,Montgomery,Rural,28414,,
Illinois,Morgan,Rural,33658,,
Illinois,Moultrie,Rural,14501,,
Illinois,Ogle,Rockford,50643,386759,0.131
Illinois,Peoria,Peoria,179179,310982,0.576
Illinois,Perry,Rural,20916,,
Illinois,Piatt,Rural,16344,,
Illinois,Pike,Rural,15561,,
Illinois,Pope,Rural,4177,,
Illinois,Pulaski,Rural,5335,,
Illinois,Putnam,Rural,5739,,
Illinois,Randolph,Rural,31782,,
Illinois,Richland,Rural,15513,,
Illinois,Rock Island,Davenport-Moline-Rock Island,141879,314822,0.451
Illinois,Saline,Rural,23491,,
Illinois,Sangamon,Springfield/IL,194672,194672,1.000
Illinois,Schuyler,Rural,6768,,
Illinois,Scott,Rural,4951,,
Illinois,Shelby,Rural,21634,,
Illinois,St. Clair,St. Louis,259686,2247927,0.116
Illinois,Stark,Rural,5342,,
Illinois,Stephenson,Rural,44498,,
Illinois,Tazewell,Peoria,131803,310982,0.424
Illinois,Union,Rural,16653,,
Illinois,Vermilion,Rural,75758,,
Illinois,Wabash,Rural,11520,,
Illinois,Warren,Rural,16844,,
Illinois,Washington,Rural,13887,,
Illinois,Wayne,Rural,16215,,
Illinois,White,Rural,13537,,
Illinois,Whiteside,Rural,55175,,
Illinois,Will,Chicago,690743,8300609,0.083
Illinois,Williamson,Rural,66597,,
Illinois,Winnebago,Rockford,282572,386759,0.731
Illinois,Woodford,Rural,38459,,
Indiana,Adams,Rural,35777,,
Indiana,Allen,Fort Wayne,379299,379299,1.000
Indiana,Bartholomew,Rural,83779,,
Indiana,Benton,Rural,8748,,
Indiana,Blackford,Rural,11758,,
Indiana,Boone,Indianapolis,67843,1977140,0.034
Indiana,Brown,Rural,15092,,
Indiana,Carroll,Rural,20257,,
Indiana,Cass,Rural,37689,,
Indiana,Clark,Louisville,118302,1112056,0.106
Indiana,Clay,Rural,26225,,
Indiana,Clinton,Rural,32399,,
Indiana,Crawford,Rural,10577,,
Indiana,Daviess,Rural,33351,,
Indiana,Dearborn,Rural,49458,,
Indiana,Decatur,Rural,26559,,
Indiana,DeKalb,Rural,43475,,
Indiana,Delaware,Muncie,114135,114135,1.000
Indiana,Dubois,Rural,42736,,
Indiana,Elkhart,Elkhart-Goshen,206341,206341,1.000
Indiana,Fayette,Rural,23102,,
Indiana,Floyd,Louisville,78522,1112056,0.071
Indiana,Fountain,Rural,16346,,
Indiana,Franklin,Rural,22758,,
Indiana,Fulton,Rural,19974,,
Indiana,Gibson,Rural,33659,,
Indiana,Grant,Rural,65769,,
Indiana,Greene,Rural,31922,,
Indiana,Hamilton,Indianapolis,338011,1977140,0.171
Indiana,Hancock,Indianapolis,78168,1977140,0.040
Indiana,Harrison,Rural,40515,,
Indiana,Hendricks,Indianapolis,170311,1977140,0.086
Indiana,Henry,Rural,47972,,
Indiana,Howard,Kokomo,82544,82544,1.000
Indiana,Huntington,Rural,36520,,
Indiana,Jackson,Rural,44231,,
Indiana,Jasper,Rural,33562,,
Indiana,Jay,Rural,20436,,
Indiana,Jefferson,Rural,32308,,
Indiana,Jennings,Rural,27735,,
Indiana,Johnson,Indianapolis,158167,1977140,0.080
Indiana,Knox,Rural,36594,,
Indiana,Kosciusko,Rural,79456,,
Indiana,LaGrange,Rural,39614,,
Indiana,Lake,Gary-Hammond,485493,655882,0.740
Indiana,LaPorte,Rural,109888,,
Indiana,Lawrence,Rural,45370,,
Indiana,Madison,Indianapolis,129569,1977140,0.066
Indiana,Marion,Indianapolis,964582,1977140,0.488
Indiana,Marshall,Rural,46258,,
Indiana,Martin,Rural,10255,,
Indiana,Miami,Rural,35516,,
Indiana,Monroe,Bloomington,148431,148431,1.000
Indiana,Montgomery,Rural,38338,,
Indiana,Morgan,Indianapolis,70489,1977140,0.036
Indiana,Newton,Rural,13984,,
Indiana,Noble,Rural,47744,,
Indiana,Ohio,Rural,5875,,
Indiana,Orange,Rural,19646,,
Indiana,Owen,Rural,20799,,
Indiana,Parke,Rural,16937,,
Indiana,Perry,Rural,19169,,
Indiana,Pike,Rural,12389,,
Indiana,Porter,Gary-Hammond,170389,655882,0.260
Indiana,Posey,Rural,25427,,
Indiana,Pulaski,Rural,12353,,
Indiana,Putnam,Rural,37576,,
Indiana,Randolph,Rural,24665,,
Indiana,Ripley,Rural,28324,,
Indiana,Rush,Rural,16581,,
Indiana,Scott,Rural,23873,,
Indiana,Shelby,Rural,44729,,
Indiana,Spencer,Rural,20277,,
Indiana,St. Joseph,South Bend,271826,271826,1.000
Indiana,Starke,Rural,22995,,
Indiana,Steuben,Rural,34594,,
Indiana,Sullivan,Rural,20669,,
Indiana,Switzerland,Rural,10751,,
Indiana,Tippecanoe,Rural,195732,,
Indiana,Tipton,Rural,15148,,
Indiana,Union,Rural,7054,,
Indiana,Vanderburgh,Evansville,181451,244449,0.742
Indiana,Vermillion,Rural,15498,,
Indiana,Vigo,Terre Haute,107038,107038,1.000
Indiana,Wabash,Rural,30996,,
Indiana,Warren,Rural,8265,,
Indiana,Warrick,Evansville,62998,244449,0.258
Indiana,Washington,Rural,28036,,
Indiana,Wayne,Rural,65884,,
Indiana,Wells,Rural,28296,,
Indiana,White,Rural,24102,,
Indiana,Whitley,Rural,33964,,
Iowa,Adair,Rural,7152,,
Iowa,Adams,Rural,3602,,
Iowa,Allamakee,Rural,13687,,
Iowa,Appanoose,Rural,12426,,
Iowa,Audubon,Rural,5496,,
Iowa,Benton,Rural,25645,,
Iowa,Black Hawk,Rural,131228,,
Iowa,Boone,Rural,26234,,
Iowa,Bremer,Rural,25062,,
Iowa,Buchanan,Rural,21175,,
Iowa,Buena Vista,Rural,19620,,
Iowa,Butler,Rural,14439,,
Iowa,Calhoun,Rural,9668,,
Iowa,Carroll,Rural,20165,,
Iowa,Cass,Rural,12836,,
Iowa,Cedar,Rural,18627,,
Iowa,Cerro Gordo,Rural,42450,,
Iowa,Cherokee,Rural,11235,,
Iowa,Chickasaw,Rural,11933,,
Iowa,Clarke,Rural,9395,,
Iowa,Clay,Rural,16016,,
Iowa,Clayton,Rural,17549,,
Iowa,Clinton,Rural,46429,,
Iowa,Crawford,Rural,16820,,
Iowa,Dallas,Des Moines,93453,635080,0.147
Iowa,Davis,Rural,9000,,
Iowa,Decatur,Rural,7870,,
Iowa,Delaware,Rural,17011,,
Iowa,Des Moines,Rural,38967,,
Iowa,Dickinson,Rural,17258,,
Iowa,Dubuque,Dubuque,97311,97311,1.000
Iowa,Emmet,Rural,9208,,
Iowa,Fayette,Rural,19650,,
Iowa,Floyd,Rural,15642,,
Iowa,Franklin,Rural,10070,,
Iowa,Fremont,Rural,6960,,
Iowa,Greene,Rural,8888,,
Iowa,Grundy,Rural,12232,,
Iowa,Guthrie,Rural,10689,,
Iowa,Hamilton,Rural,14773,,
Iowa,Hancock,Rural,10630,,
Iowa,Hardin,Rural,16846,,
Iowa,Harrison,Rural,14049,,
Iowa,Henry,Rural,19954,,
Iowa,Howard,Rural,9158,,
Iowa,Humboldt,Rural,9558,,
Iowa,Ida,Rural,6860,,
Iowa,Jackson,Rural,19439,,
Iowa,Jasper,Rural,37185,,
Iowa,Jefferson,Rural,18295,,
Iowa,Johnson,Iowa City,151140,151140,1.000
Iowa,Jones,Rural,20681,,
Iowa,Keokuk,Rural,10246,,
Iowa,Kossuth,Rural,14813,,
Iowa,Lee,Rural,33657,,
Iowa,Linn,Cedar Rapids,226706,226706,1.000
Iowa,Louisa,Rural,11035,,
Iowa,Lucas,Rural,8600,,
Iowa,Lyon,Rural,11755,,
Iowa,Madison,Rural,16338,,
Iowa,Mahaska,Rural,22095,,
Iowa,Marion,Rural,33253,,
Iowa,Marshall,Rural,39369,,
Iowa,Mills,Rural,15109,,
Iowa,Mitchell,Rural,10586,,
Iowa,Monona,Rural,8615,,
Iowa,Monroe,Rural,7707,,
Iowa,Montgomery,Rural,9917,,
Iowa,Muscatine,Rural,42664,,
Iowa,O'Brien,Rural,13753,,
Iowa,Osceola,Rural,5958,,
Iowa,Page,Rural,15107,,
Iowa,Palo Alto,Rural,8886,,
Iowa,Plymouth,Rural,25177,,
Iowa,Pocahontas,Rural,6619,,
Iowa,Polk,Des Moines,490161,635080,0.772
Iowa,Pottawattamie,Omaha,93206,851729,0.109
Iowa,Poweshiek,Rural,18504,,
Iowa,Ringgold,Rural,4894,,
Iowa,Sac,Rural,9721,,
Iowa,Scott,Davenport-Moline-Rock Island,172943,314822,0.549
Iowa,Shelby,Rural,11454,,
Iowa,Sioux,Rural,34855,,
Iowa,Story,Rural,97117,,
Iowa,Tama,Rural,16854,,
Iowa,Taylor,Rural,6121,,
Iowa,Union,Rural,12241,,
Iowa,Van Buren,Rural,7044,,
Iowa,Wapello,Rural,34969,,
Iowa,Warren,Des Moines,51466,635080,0.081
Iowa,Washington,Rural,21965,,
Iowa,Wayne,Rural,6441,,
Iowa,Webster,Rural,35904,,
Iowa,Winnebago,Rural,10354,,
Iowa,Winneshiek,Rural,19991,,
Iowa,Woodbury,Sioux City,103107,103107,1.000
Iowa,Worth,Rural,7381,,
Iowa,Wright,Rural,12562,,
Kansas,Allen,Rural,12369,,
Kansas,Anderson,Rural,7858,,
Kansas,Atchison,Rural,16073,,
Kansas,Barber,Rural,4427,,
Kansas,Barton,Rural,25779,,
Kansas,Bourbon,Rural,14534,,
Kansas,Brown,Rural,9564,,
Kansas,Butler,Wichita,66911,582953,0.115
Kansas,Chase,Rural,2648,,
Kansas,Chautauqua,Rural,3250,,
Kansas,Cherokee,Rural,19939,,
Kansas,Cheyenne,Rural,2657,,
Kansas,Clark,Rural,1994,,
Kansas,Clay,Rural,8002,,
Kansas,Cloud,Rural,8786,,
Kansas,Coffey,Rural,8179,,
Kansas,Comanche,Rural,1700,,
Kansas,Cowley,Rural,34908,,
Kansas,Crawford,Rural,38818,,
Kansas,Decatur,Rural,2827,,
Kansas,Dickinson,Rural,18466,,
Kansas,Doniphan,Rural,7600,,
Kansas,Douglas,Lawrence,122259,122259,1.000
Kansas,Edwards,Rural,2798,,
Kansas,Elk,Rural,2530,,
Kansas,Ellis,Rural,28553,,
Kansas,Ellsworth,Rural,6102,,
Kansas,Finney,Rural,36467,,
Kansas,Ford,Rural,33619,,
Kansas,Franklin,Rural,25544,,
Kansas,Geary,Rural,31670,,
Kansas,Gove,Rural,2636,,
Kansas,Graham,Rural,2482,,
Kansas,Grant,Rural,7150,,
Kansas,Gray,Rural,5988,,
Kansas,Greeley,Rural,1232,,
Kansas,Greenwood,Rural,5982,,
Kansas,Hamilton,Rural,2539,,
Kansas,Harper,Rural,5436,,
Kansas,Harvey,Rural,34429,,
Kansas,Haskell,Rural,3968,,
Kansas,Hodgeman,Rural,1794,,
Kansas,Jackson,Rural,13171,,
Kansas,Jefferson,Rural,19043,,
Kansas,Jewell,Rural,2879,,
Kansas,Johnson,Kansas City,602401,2012745,0.299
Kansas,Kearny,Rural,3838,,
Kansas,Kingman,Rural,7152,,
Kansas,Kiowa,Rural,2475,,
Kansas,Labette,Rural,19618,,
Kansas,Lane,Rural,1535,,
Kansas,Leavenworth,Kansas City,81758,2012745,0.041
Kansas,Lincoln,Rural,2962,,
Kansas,Linn,Rural,9703,,
Kansas,Logan,Rural,2794,,
Kansas,Lyon,Rural,33195,,
Kansas,Marion,Rural,11884,,
Kansas,Marshall,Rural,9707,,
Kansas,McPherson,Rural,28542,,
Kansas,Meade,Rural,4033,,
Kansas,Miami,Rural,34237,,
Kansas,Mitchell,Rural,5979,,
Kansas,Montgomery,Rural,31829,,
Kansas,Morris,Rural,5620,,
Kansas,Morton,Rural,2587,,
Kansas,Nemaha,Rural,10231,,
Kansas,Neosho,Rural,16007,,
Kansas,Ness,Rural,2750,,
Kansas,Norton,Rural,5361,,
Kansas,Osage,Rural,15949,,
Kansas,Osborne,Rural,3421,,
Kansas,Ottawa,Rural,5704,,
Kansas,Pawnee,Rural,6414,,
Kansas,Phillips,Rural,5234,,
Kansas,Pottawatomie,Rural,24383,,
Kansas,Pratt,Rural,9164,,
Kansas,Rawlins,Rural,2530,,
Kansas,Reno,Rural,61998,,
Kansas,Republic,Rural,4636,,
Kansas,Rice,Rural,9537,,
Kansas,Riley,Rural,74232,,
Kansas,Rooks,Rural,4920,,
Kansas,Rush,Rural,3036,,
Kansas,Russell,Rural,6856,,
Kansas,Saline,Rural,54224,,
Kansas,Scott,Rural,4823,,
Kansas,Sedgwick,Wichita,516042,582953,0.885
Kansas,Seward,Rural,21428,,
Kansas,Shawnee,Topeka,176875,176875,1.000
Kansas,Sheridan,Rural,2521,,
Kansas,Sherman,Rural,5917,,
Kansas,Smith,Rural,3583,,
Kansas,Stafford,Rural,4156,,
Kansas,Stanton,Rural,2006,,
Kansas,Stevens,Rural,5485,,
Kansas,Sumner,Rural,22836,,
Kansas,Thomas,Rural,7777,,
Kansas,Trego,Rural,2803,,
Kansas,Wabaunsee,Rural,6931,,
Kansas,Wallace,Rural,1518,,
Kansas,Washington,Rural,5406,,
Kansas,Wichita,Rural,2119,,
Kansas,Wilson,Rural,8525,,
Kansas,Woodson,Rural,3138,,
Kansas,Wyandotte,Kansas City,165429,2012745,0.082
Kentucky,Adair,Rural,19202,,
Kentucky,Allen,Rural,21315,,
Kentucky,Anderson,Rural,22747,,
Kentucky,Ballard,Rural,7888,,
Kentucky,Barren,Rural,44249,,
Kentucky,Bath,Rural,12500,,
Kentucky,Bell,Rural,26032,,
Kentucky,Boone,Cincinatti-Hamilton,133581,1652666,0.081
Kentucky,Bourbon,Rural,19788,,
Kentucky,Boyd,Rural,46718,,
Kentucky,Boyle,Rural,30060,,
Kentucky,Bracken,Rural,8303,,
Kentucky,Breathitt,Rural,12630,,
Kentucky,Breckinridge,Rural,20477,,
Kentucky,Bullitt,Louisville,81676,1112056,0.073
Kentucky,Butler,Rural,12879,,
Kentucky,Caldwell,Rural,12747,,
Kentucky,Calloway,Rural,39001,,
Kentucky,Campbell,Cincinatti-Hamilton,93584,1652666,0.057
Kentucky,Carlisle,Rural,4760,,
Kentucky,Carroll,Rural,10631,,
Kentucky,Carter,Rural,26797,,
Kentucky,Casey,Rural,16159,,
Kentucky,Christian,Clarksville-Hopkinsville,70461,279454,0.252
Kentucky,Clark,Rural,36263,,
Kentucky,Clay,Rural,19901,,
Kentucky,Clinton,Rural,10218,,
Kentucky,Crittenden,Rural,8806,,
Kentucky,Cumberland,Rural,6614,,
Kentucky,Daviess,Owensboro,101511,101511,1.000
Kentucky,Edmonson,Rural,12150,,
Kentucky,Elliott,Rural,7517,,
Kentucky,Estill,Rural,14106,,
Kentucky,Fayette,Lexington-Fayette,323152,473143,0.683
Kentucky,Fleming,Rural,14581,,
Kentucky,Floyd,Rural,35589,,
Kentucky,Franklin,Rural,50991,,
Kentucky,Fulton,Rural,5969,,
Kentucky,Gallatin,Rural,8869,,
Kentucky,Garrard,Rural,17666,,
Kentucky,Grant,Rural,25069,,
Kentucky,Graves,Rural,37266,,
Kentucky,Grayson,Rural,26427,,
Kentucky,Green,Rural,10941,,
Kentucky,Greenup,Rural,35098,,
Kentucky,Hancock,Rural,8722,,
Kentucky,Hardin,Rural,110958,,
Kentucky,Harlan,Rural,26010,,
Kentucky,Harrison,Rural,18886,,
Kentucky,Hart,Rural,19035,,
Kentucky,Henderson,Rural,45210,,
Kentucky,Henry,Rural,16126,,
Kentucky,Hickman,Rural,4380,,
Kentucky,Hopkins,Rural,44686,,
Kentucky,Jackson,Rural,13329,,
Kentucky,Jefferson,Louisville,766757,1112056,0.690
Kentucky,Jessamine,Rural,54115,,
Kentucky,Johnson,Rural,22188,,
Kentucky,Kenton,Cincinatti-Hamilton,166998,1652666,0.101
Kentucky,Knott,Rural,14806,,
Kentucky,Knox,Rural,31145,,
Kentucky,Larue,Rural,14398,,
Kentucky,Laurel,Rural,60813,,
Kentucky,Lawrence,Rural,15317,,
Kentucky,Lee,Rural,7403,,
Kentucky,Leslie,Rural,9877,,
Kentucky,Letcher,Rural,21553,,
Kentucky,Lewis,Rural,13275,,
Kentucky,Lincoln,Rural,24549,,
Kentucky,Livingston,Rural,9194,,
Kentucky,Logan,Rural,27102,,
Kentucky,Lyon,Rural,8210,,
Kentucky,Madison,Lexington-Fayette,92987,473143,0.197
Kentucky,Magoffin,Rural,12161,,
Kentucky,Marion,Rural,19273,,
Kentucky,Marshall,Rural,31100,,
Kentucky,Martin,Rural,11195,,
Kentucky,Mason,Rural,17070,,
Kentucky,McCracken,Rural,65418,,
Kentucky,McCreary,Rural,17231,,
Kentucky,McLean,Rural,9207,,
Kentucky,Meade,Rural,28572,,
Kentucky,Menifee,Rural,6489,,
Kentucky,Mercer,Rural,21933,,
Kentucky,Metcalfe,Rural,10071,,
Kentucky,Monroe,Rural,10650,,
Kentucky,Montgomery,Rural,28157,,
Kentucky,Morgan,Rural,13309,,
Kentucky,Muhlenberg,Rural,30622,,
Kentucky,Nelson,Rural,46233,,
Kentucky,Nicholas,Rural,7269,,
Kentucky,Ohio,Rural,23994,,
Kentucky,Oldham,Louisville,66799,1112056,0.060
Kentucky,Owen,Rural,10901,,
Kentucky,Owsley,Rural,4415,,
Kentucky,Pendleton,Rural,14590,,
Kentucky,Perry,Rural,25758,,
Kentucky,Pike,Rural,57876,,
Kentucky,Powell,Rural,12359,,
Kentucky,Pulaski,Rural,64979,,
Kentucky,Robertson,Rural,2108,,
Kentucky,Rockcastle,Rural,16695,,
Kentucky,Rowan,Rural,24460,,
Kentucky,Russell,Rural,17923,,
Kentucky,Scott,Lexington-Fayette,57004,473143,0.121
Kentucky,Shelby,Rural,49024,,
Kentucky,Simpson,Rural,18572,,
Kentucky,Spencer,Rural,19351,,
Kentucky,Taylor,Rural,25769,,
Kentucky,Todd,Rural,12294,,
Kentucky,Trigg,Rural,14651,,
Kentucky,Trimble,Rural,8471,,
Kentucky,Union,Rural,14381,,
Kentucky,Warren,Rural,132896,,
Kentucky,Washington,Rural,12095,,
Kentucky,Wayne,Rural,20333,,
Kentucky,Webster,Rural,12942,,
Kentucky,Whitley,Rural,36264,,
Kentucky,Wolfe,Rural,7157,,
Kentucky,Woodford,Rural,26734,,
Louisiana,Acadia,Rural,62045,,
Louisiana,Allen,Rural,25627,,
Louisiana,Ascension,Baton Rouge,126604,707452,0.179
Louisiana,Assumption,Rural,21891,,
Louisiana,Avoyelles,Rural,40144,,
Louisiana,Beauregard,Rural,37497,,
Louisiana,Bienville,Rural,13241,,
Louisiana,Bossier,Shreveport,127039,367243,0.346
Louisiana,Caddo,Shreveport,240204,367243,0.654
Louisiana,Calcasieu,Lake Charles,203436,203436,1.000
Louisiana,Caldwell,Rural,9918,,
Louisiana,Cameron,Rural,6973,,
Louisiana,Catahoula,Rural,9494,,
Louisiana,Claiborne,Rural,15670,,
Louisiana,Concordia,Rural,19259,,
Louisiana,De Soto,Rural,27463,,
Louisiana,East Baton Rouge,Baton Rouge,440059,707452,0.622
Louisiana,East Carroll,Rural,6861,,
Louisiana,East Feliciana,Rural,19135,,
Louisiana,Evangeline,Rural,33395,,
Louisiana,Franklin,Rural,20015,,
Louisiana,Grant,Rural,22389,,
Louisiana,Iberia,Rural,69830,,
Louisiana,Iberville,Rural,32511,,
Louisiana,Jackson,Rural,15744,,
Louisiana,Jefferson,New Orleans,432493,1083056,0.399
Louisiana,Jefferson Davis,Rural,31368,,
Louisiana,Lafayette,Lafayette,244390,244390,1.000
Louisiana,Lafourche,Houma,97614,208075,0.469
Louisiana,LaSalle,Rural,14892,,
Louisiana,Lincoln,Rural,46742,,
Louisiana,Livingston,Baton Rouge,140789,707452,0.199
Louisiana,Madison,Rural,10951,,
Louisiana,Morehouse,Rural,24874,,
Louisiana,Natchitoches,Rural,38158,,
Louisiana,Orleans,New Orleans,390144,1083056,0.360
Louisiana,Ouachita,Monroe,153279,153279,1.000
Louisiana,Plaquemines,Rural,23197,,
Louisiana,Pointe Coupee,Rural,21730,,
Louisiana,Rapides,Alexandria,129648,129648,1.000
Louisiana,Red River,Rural,8442,,
Louisiana,Richland,Rural,20122,,
Louisiana,Sabine,Rural,23884,,
Louisiana,St. Bernard,Rural,47244,,
Louisiana,St. Charles,Rural,53100,,
Louisiana,St. Helena,Rural,10132,,
Louisiana,St. James,Rural,21096,,
Louisiana,St. John the Baptist,Rural,42837,,
Louisiana,St. Landry,Rural,82124,,
Louisiana,St. Martin,Rural,53431,,
Louisiana,St. Mary,Rural,49348,,
Louisiana,St. Tammany,New Orleans,260419,1083056,0.240
Louisiana,Tangipahoa,Rural,134758,,
Louisiana,Tensas,Rural,4334,,
Louisiana,Terrebonne,Houma,110461,208075,0.531
Louisiana,Union,Rural,22108,,
Louisiana,Vermilion,Rural,59511,,
Louisiana,Vernon,Rural,47429,,
Louisiana,Washington,Rural,46194,,
Louisiana,Webster,Rural,38340,,
Louisiana,West Baton Rouge,Rural,26465,,
Louisiana,West Carroll,Rural,10830,,
Louisiana,West Feliciana,Rural,15568,,
Louisiana,Winn,Rural,13904,,
Maine,Androscoggin,Lewiston-Auburgn,108277,108277,1.000
Maine,Aroostook,Rural,67055,,
Maine,Cumberland,Portland,295003,295003,1.000
Maine,Franklin,Rural,30199,,
Maine,Hancock,Rural,54987,,
Maine,Kennebec,Rural,122302,,
Maine,Knox,Rural,39772,,
Maine,Lincoln,Rural,34634,,
Maine,Oxford,Rural,57975,,
Maine,Penobscot,Bangor,152148,152148,1.000
Maine,Piscataquis,Rural,16785,,
Maine,Sagadahoc,Rural,35856,,
Maine,Somerset,Rural,50484,,
Maine,Waldo,Rural,39715,,
Maine,Washington,Rural,31379,,
Maine,York,Portsmouth-Dover-Rochester,207641,338274,0.614
Maryland,Allegany,Cumberland,70416,70416,1.000
Maryland,Anne Arundel,Baltimore,579234,2749672,0.211
Maryland,Baltimore,Baltimore,827370,2749672,0.301
Maryland,Baltimore city,Baltimore,593490,2749672,0.216
Maryland,Calvert,Rural,92525,,
Maryland,Caroline,Rural,33406,,
Maryland,Carroll,Baltimore,168447,2749672,0.061
Maryland,Cecil,Wilmington,102855,661608,0.156
Maryland,Charles,Washington DC,163257,3503534,0.047
Maryland,Dorchester,Rural,31929,,
Maryland,Frederick,Washington DC,259547,3503534,0.074
Maryland,Garrett,Rural,29014,,
Maryland,Harford,Baltimore,255441,2749672,0.093
Maryland,Howard,Baltimore,325690,2749672,0.118
Maryland,Kent,Rural,19422,,
Maryland,Montgomery,Washington DC,1050688,3503534,0.300
Maryland,Prince George's,Washington DC,909327,3503534,0.260
Maryland,Queen Anne's,Rural,50381,,
Maryland,Somerset,Rural,25616,,
Maryland,St. Mary's,Rural,113510,,
Maryland,Talbot,Rural,37181,,
Maryland,Washington,Hagerstown,151049,151049,1.000
Maryland,Wicomico,Rural,103609,,
Maryland,Worcester,Rural,52276,,
Massachusetts,Barnstable,Barnstable-Yarmouth,212990,212990,1.000
Massachusetts,Berkshire,Pittsfield,124944,124944,1.000
Massachusetts,Bristol,New Bedford,565217,565217,1.000
Massachusetts,Dukes,Rural,17332,,
Massachusetts,Essex,Boston,789034,4432617,0.178
Massachusetts,Franklin,Springfield-Holyoke,70180,231010,0.304
Massachusetts,Hampden,Worcester,466372,1413776,0.330
Massachusetts,Hampshire,Springfield-Holyoke,160830,231010,0.696
Massachusetts,Middlesex,Boston,1611699,4432617,0.364
Massachusetts,Nantucket,Rural,11399,,
Massachusetts,Norfolk,Boston,706775,4432617,0.159
Massachusetts,Plymouth,Boston,521202,4432617,0.118
Massachusetts,Suffolk,Boston,803907,4432617,0.181
Massachusetts,Worcester,Worcester,830622,1413776,0.588
Michigan,Alcona,Rural,10405,,
Michigan,Alger,Rural,9108,,
Michigan,Allegan,Grand Rapids,118081,1240432,0.095
Michigan,Alpena,Rural,28405,,
Michigan,Antrim,Rural,23324,,
Michigan,Arenac,Rural,14883,,
Michigan,Baraga,Rural,8209,,
Michigan,Barry,Rural,61550,,
Michigan,Bay,Saginaw-Bay City-Midland,103126,376821,0.274
Michigan,Benzie,Rural,17766,,
Michigan,Berrien,Benton Harbor,153401,153401,1.000
Michigan,Branch,Rural,43517,,
Michigan,Calhoun,Kalamazoo,134159,474902,0.283
Michigan,Cass,Rural,51787,,
Michigan,Charlevoix,Rural,26143,,
Michigan,Cheboygan,Rural,25276,,
Michigan,Chippewa,Rural,37349,,
Michigan,Clare,Rural,30950,,
Michigan,Clinton,Lansing-East Lansing,79595,482269,0.165
Michigan,Crawford,Rural,14029,,
Michigan,Delta,Rural,35784,,
Michigan,Dickinson,Rural,25239,,
Michigan,Eaton,Lansing-East Lansing,110268,482269,0.229
Michigan,Emmet,Rural,33415,,
Michigan,Genesee,Flint,405813,405813,1.000
Michigan,Gladwin,Rural,25449,,
Michigan,Gogebic,Rural,13975,,
Michigan,Grand Traverse,Rural,93088,,
Michigan,Gratiot,Rural,40711,,
Michigan,Hillsdale,Rural,45605,,
Michigan,Houghton,Rural,35684,,
Michigan,Huron,Rural,30981,,
Michigan,Ingham,Lansing-East Lansing,292406,482269,0.606
Michigan,Ionia,Rural,64697,,
Michigan,Iosco,Rural,25127,,
Michigan,Iron,Rural,11066,,
Michigan,Isabella,Rural,69872,,
Michigan,Jackson,Rural,158510,,
Michigan,Kalamazoo,Kalamazoo,265066,474902,0.558
Michigan,Kalkaska,Rural,18038,,
Michigan,Kent,Grand Rapids,656955,1240432,0.530
Michigan,Keweenaw,Rural,2116,,
Michigan,Lake,Rural,11853,,
Michigan,Lapeer,Rural,87607,,
Michigan,Leelanau,Rural,21761,,
Michigan,Lenawee,Ann Arbor,98451,658047,0.150
Michigan,Livingston,Ann Arbor,191995,658047,0.292
Michigan,Luce,Rural,6229,,
Michigan,Mackinac,Rural,10799,,
Michigan,Macomb,Detroit,873972,4190527,0.209
Michigan,Manistee,Rural,24558,,
Michigan,Marquette,Rural,66699,,
Michigan,Mason,Rural,29144,,
Michigan,Mecosta,Rural,43453,,
Michigan,Menominee,Rural,22780,,
Michigan,Midland,Saginaw-Bay City-Midland,83156,376821,0.221
Michigan,Missaukee,Rural,15118,,
Michigan,Monroe,Detroit,150500,4190527,0.036
Michigan,Montcalm,Rural,63888,,
Michigan,Montmorency,Rural,9328,,
Michigan,Muskegon,Grand Rapids,173566,1240432,0.140
Michigan,Newaygo,Rural,48980,,
Michigan,Oakland,Detroit,1257584,4190527,0.300
Michigan,Oceana,Rural,26467,,
Michigan,Ogemaw,Rural,20997,,
Michigan,Ontonagon,Rural,5720,,
Michigan,Osceola,Rural,23460,,
Michigan,Oscoda,Rural,8241,,
Michigan,Otsego,Rural,24668,,
Michigan,Ottawa,Grand Rapids,291830,1240432,0.235
Michigan,Presque Isle,Rural,12592,,
Michigan,Roscommon,Rural,24019,,
Michigan,Saginaw,Saginaw-Bay City-Midland,190539,376821,0.506
Michigan,Sanilac,Rural,41170,,
Michigan,Schoolcraft,Rural,8094,,
Michigan,Shiawassee,Rural,68122,,
Michigan,St. Clair,Detroit,159128,4190527,0.038
Michigan,St. Joseph,Rural,60964,,
Michigan,Tuscola,Rural,52245,,
Michigan,Van Buren,Kalamazoo,75677,474902,0.159
Michigan,Washtenaw,Ann Arbor,367601,658047,0.559
Michigan,Wayne,Detroit,1749343,4190527,0.418
Michigan,Wexford,Rural,33631,,
Minnesota,Aitkin,Rural,15886,,
Minnesota,Anoka,Minneapolis-St. Paul,356921,3354263,0.106
Minnesota,Becker,Rural,34423,,
Minnesota,Beltrami,Rural,47188,,
Minnesota,Benton,Rural,40889,,
